employee_id,company,department,employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor
722,Cheerper,Support,57,47,43,4,43817.6182,9000,4,0,0.694450746,0.578064073
723,Pear,Design,72,43,39,5,54251.16712,17704.51935,1,0.049513763,0.29958241,0.650979767
724,Cheerper,Support,53,30,23,3,40000,22408.9731,3,0,0.653870228,1
725,Cheerper,Support,44,44,38,6,58306.22263,24792.91,1,0,1,0
726,Glasses,AI,29,48,42,6,82637.64013,18667.70971,2,0.20939082,0.284554888,0.506239757
727,Glasses,AI,36,37,30,7,98175.66188,14547.67549,4,0.968825605,0.241509018,0
728,Pear,Sales,32,33,31,2,135375.6145,23727.06324,2,1,0,0.208015184
729,Glasses,AI,68,41,37,4,75800.45494,11507.29222,4,0.796930475,0.246920692,0
730,Glasses,AI,53,46,42,4,65074.66111,20859.0956,1,0.03509409,0.400579089,0.564317328
731,Cheerper,BigData,52,42,33,9,63659.78424,24792.91,1,0.132574997,1,0
732,Cheerper,BigData,1,33,26,8,121817.9705,24792.91,1,0.358761913,0.75730605,0
733,Cheerper,BigData,60,47,44,3,48399.41327,17699.65675,2,0,0.773644786,0.64457752
734,Pear,Sales,11,33,26,7,98542.08446,20451.84718,1,0.527315439,0,0.514343346
735,Cheerper,Search Engine,15,49,48,5,146098.4712,17766.53617,2,0.551702429,0.392747312,0.055765487
736,Glasses,Search Engine,17,36,31,5,70771.70575,24792.91,1,0,0.760978592,0.532271518
737,Glasses,AI,21,47,40,8,87433.65005,9000,4,0.666900448,0,0.357572881
738,Pear,AI,75,49,47,3,40000,24219.4718,1,0,0.045320406,1
739,Pear,Design,47,36,35,1,62788.04212,18791.58312,3,0.283493882,0,0.831578027
740,Pear,AI,1,36,32,4,92091.65707,24792.91,1,0,0,1
741,Glasses,BigData,25,38,37,1,80915.0776,18427.3849,3,0,0.703262492,0.641129882
742,Glasses,Search Engine,71,36,32,3,60462.41161,10862.08359,5,0.519463217,0.263957783,0.216787221
743,Cheerper,BigData,65,49,48,1,82998.05626,10677.7645,4,0.086620684,0.270764339,0.642821079
744,Glasses,AI,1,34,29,5,117839.9782,22190.48716,2,0.704822809,0.028238052,0.266688712
745,Glasses,BigData,40,42,38,4,40000,13182.19958,3,0,0.025291921,1
746,Cheerper,Support,45,49,45,4,43773.37185,23289.39248,1,0,1,0.763636041
747,Glasses,AI,49,33,27,6,69725.72749,21446.86415,3,0.34708056,0.687133365,0
748,Cheerper,Support,30,36,32,4,71426.90017,16941.1395,3,0,1,0
749,Glasses,Search Engine,34,38,34,4,61455.47292,21592.13888,2,0,0.356271888,0.761298554
750,Pear,Sales,1,35,30,6,134260.455,24792.91,1,0.724705793,0,0.518867773
751,Cheerper,Support,1,41,36,6,83836.90602,22551.10502,1,0,0.98644223,0.575484285
752,Glasses,Search Engine,78,41,43,1,40000,24101.39015,3,0,0.159196681,1
753,Cheerper,BigData,55,37,29,8,85182.05565,10799.21416,4,0.731768837,0.904537076,0
754,Glasses,BigData,34,36,31,5,46756.18112,23422.28541,3,0,0.421719794,0.795618007
755,Pear,Design,13,32,31,1,97567.79815,24792.91,1,0,0,1
756,Cheerper,Support,1,37,28,9,73315.73776,16813.22414,2,0,0.868822796,0.393049064
757,Pear,Design,1,30,22,7,115852.4881,24511.02259,2,0.743778275,0,0.311019755
758,Cheerper,Support,27,40,34,6,71926.12154,14859.49711,5,0.467518486,0.551851007,0
759,Glasses,Search Engine,38,38,36,2,73365.64056,20271.17407,2,0.100228627,0.142545021,0.75715533
760,Cheerper,BigData,1,33,24,9,97871.71149,24792.91,1,0.143756016,0.521747719,0.334281324
761,Cheerper,BigData,48,47,45,2,81014.903,16298.00759,4,0.113755657,0.6012803,0.285212397
762,Glasses,AI,72,47,40,7,47363.9629,9000,4,0.442402694,0.338537013,0.219196755
763,Pear,Design,8,30,22,6,83626.61078,24792.91,3,0.515534754,0,0.656526092
764,Glasses,Search Engine,1,37,33,4,91334.58585,23983.79193,1,0,0.69685774,0.686179163
765,Glasses,Search Engine,21,39,31,8,72135.94337,22288.10087,1,0.149583869,0.600002187,0.250826
766,Glasses,Search Engine,6,33,29,3,107142.9816,19529.80405,3,0.620924415,0.597137173,0
767,Cheerper,Support,57,40,36,4,40000,22788.76059,1,0,1,0.676602789
768,Pear,Sales,80,38,37,1,68107.6892,20350.51008,3,0.541594341,0,0.853630927
769,Glasses,AI,1,30,22,8,125315.0015,19449.9875,3,0.798371829,0.372570357,0
770,Glasses,AI,1,36,31,5,118784.7798,19750.52723,1,0.516377813,0,0.724474866
771,Cheerper,BigData,7,42,42,1,109333.4236,23993.69309,2,0,0.629605057,0.498111972
772,Cheerper,Support,33,44,42,2,53803.39162,16563.99098,4,0,0.849352324,0.530424766
773,Cheerper,BigData,1,38,26,9,75785.59458,19404.43146,1,0,1,0.088854289
774,Glasses,BigData,42,38,37,1,85879.49169,15062.91725,4,0.256171519,0.473679107,0.270293205
775,Glasses,Design,48,47,45,2,110614.6961,24017.29193,2,0.599208758,0,0.58371144
776,Pear,Sales,43,36,32,4,127352.8341,23726.94219,1,1,0,0.505010878
777,Pear,Sales,61,49,48,8,127119.8616,11577.78917,2,1,0.297399555,0
778,Pear,Sales,23,30,27,3,88347.47042,24792.91,1,0.24253257,0,1
779,Cheerper,Search Engine,1,49,46,8,150847.2296,9000,4,0.976818954,0.204381027,0
780,Pear,Sales,1,36,33,3,148881.8391,17627.8003,2,1,0,0.247568047
781,Pear,Sales,3,32,22,9,136812.6608,24499.69804,1,1,0.59422688,0
782,Glasses,Search Engine,10,31,27,3,79589.63643,21166.02193,3,0,0.348726173,0.699117683
783,Pear,Design,27,49,48,1,123913.7575,12865.90004,2,0.598265843,0,0.425191506
784,Glasses,AI,26,39,38,1,127125.0831,21312.1009,3,0.892907064,0.146793258,0
785,Pear,Sales,1,30,22,9,114137.8128,23813.39416,2,1,0,0.055648838
786,Pear,Design,37,33,31,2,92214.11394,14815.74606,4,0.528748678,0,0.598303836
787,Glasses,Support,75,42,42,1,40000,19879.77864,3,0,0.419470061,1
788,Cheerper,Support,34,38,29,9,77293.07684,22315.85343,2,0.339478173,1,0
789,Glasses,Search Engine,37,33,28,5,72598.38601,19968.72044,3,0.46735714,0.663777772,0
790,Pear,Sales,32,36,30,6,64627.70602,15173.31877,2,0.332571965,0,1
791,Pear,Design,31,42,39,4,97069.55124,18339.57669,2,0.595997929,0,0.549973311
792,Glasses,Search Engine,46,47,48,1,90284.74495,14079.53461,5,0.373562374,0,0.950528652
793,Cheerper,Support,10,30,22,8,61844.55702,17727.80201,4,0.338622037,0.853744679,0
794,Glasses,BigData,51,37,34,3,40130.40378,24348.5217,1,0,0.72749846,0.647031102
795,Glasses,AI,26,30,22,3,114542.2629,19361.61358,5,1,0.317513322,0
796,Glasses,Search Engine,38,46,44,2,113528.2397,17211.23743,3,0.568006103,0.468805015,0
797,Cheerper,BigData,19,35,30,4,75785.48152,22952.76442,1,0,0.767696228,0.460708225
798,Cheerper,BigData,29,39,34,5,90492.7223,13012.09819,2,0.35439541,0.816195376,0
799,Glasses,AI,1,34,31,4,153000,23534.18285,2,0.798266977,0,0.312727916
800,Glasses,Design,3,31,24,7,153000,21420.57432,3,1,0.294808209,0
801,Glasses,Design,47,33,28,4,117210.5644,12643.51086,4,1,0.028340753,0
802,Glasses,AI,65,30,25,5,51639.16734,23956.3437,1,0.179798696,0.379024354,0.441422514
803,Glasses,AI,47,41,36,5,70997.60815,9975.246147,4,0.3598488,0.208973931,0.430930516
804,Glasses,AI,32,30,22,9,58937.3585,24792.91,1,0.083762778,1,0
805,Glasses,Design,1,32,22,9,102749.1347,18185.50636,2,0.879158716,0,0.224450729
806,Glasses,AI,26,46,45,1,85400.95251,22539.95189,1,0,0.067576312,1
807,Glasses,Search Engine,59,41,40,1,58717.42771,24792.91,2,0,0.528785687,0.546611046
808,Pear,Design,17,31,30,1,101285.6,24071.6641,2,0.336444667,0,0.873799187
809,Pear,Design,7,30,22,9,67945.98819,21050.01082,1,0.260324377,0,0.871861995
810,Cheerper,Support,1,41,37,4,119952.9806,18726.56097,3,0.210632226,0.383636618,0.405279877
811,Glasses,Search Engine,2,30,22,4,101574.5782,14923.6962,4,0.53086293,0.601388569,0
812,Glasses,AI,32,43,40,3,89330.81382,22432.14908,1,0.116746349,0.406144681,0.477584275
813,Glasses,BigData,26,38,33,4,77174.21615,15388.5221,4,0.240825311,0.167804545,0.591739947
814,Pear,Sales,16,43,39,4,136539.6364,10242.84302,4,1,0,0
815,Glasses,AI,10,40,35,5,64989.94886,14049.37199,1,0,0,1
816,Glasses,Search Engine,56,49,48,2,62394.69543,22143.71997,2,0,0.245766719,0.9615793
817,Cheerper,BigData,65,49,48,2,77199.40062,9000,4,0.204709466,0.398494015,0.396640812
818,Glasses,Search Engine,28,46,48,1,102846.3659,24792.91,1,0,0.230864145,0.960035533
819,Pear,AI,4,32,31,1,85566.05102,24792.91,1,0,0.308099484,0.973459192
820,Cheerper,Support,38,31,26,5,45865.43682,19626.55399,4,0.025143886,0.658100991,0.316655836
821,Glasses,Search Engine,57,44,44,1,78635.99798,9000,5,0.307036681,0.247539602,0.445295214
822,Cheerper,Support,16,34,24,9,54984.10027,17224.28149,1,0,0.986677002,0.147133293
823,Pear,Sales,29,49,48,1,90016.98361,17382.96804,1,0,0,1
824,Glasses,AI,37,34,30,4,71944.72166,14147.32663,4,0.283784956,0,0.826816106
825,Cheerper,Support,61,39,35,4,65150.2124,9798.180095,5,0.389081528,0.984484612,0
826,Pear,Sales,80,41,38,3,72999.44346,10820.21881,4,0.947702445,0,0.878130547
827,Glasses,Design,1,30,22,9,140894.7913,13616.79442,2,1,0.490235513,0
828,Cheerper,Search Engine,5,32,26,7,109643.4795,20505.31612,3,0.734175217,0.493706398,0
829,Cheerper,Search Engine,22,40,31,9,85311.92159,19827.72252,1,0.256647547,0.793676109,0
830,Glasses,Design,3,30,22,8,103867.9583,17322.14702,3,0.78412522,0.004776933,0.210484678
831,Glasses,AI,72,49,46,5,76349.16091,15475.90003,1,0.130818956,0.665873973,0.203120097
832,Glasses,Search Engine,63,37,32,6,51968.34877,20861.88873,1,0,1,0.231337243
833,Cheerper,BigData,65,37,36,1,50923.79831,20107.36876,2,0,0.552170829,0.752948224
834,Glasses,Design,4,45,38,6,131112.1887,14638.05014,3,0.911021749,0,0.203131356
835,Glasses,Search Engine,40,42,35,6,91038.21323,19186.95243,2,0.379666978,0.4996962,0.120694361
836,Glasses,Design,17,47,43,4,124512.8126,23136.13368,1,0.491325991,0.150655847,0.35783927
837,Glasses,AI,36,49,48,1,108646.6883,19613.17746,1,0.195427837,0.179310158,0.624856142
838,Glasses,Search Engine,18,40,35,5,90349.15887,12459.74093,4,0.342255974,0.072629222,0.584481958
839,Glasses,BigData,39,31,29,2,65172.72256,20812.70112,3,0,0.64689616,0.367616947
840,Cheerper,Support,14,37,34,3,51667.0864,22907.34225,2,0,0.78087162,0.904043695
841,Pear,Sales,49,33,33,1,100584.2964,22560.59063,1,0.543532638,0,0.777758629
842,Glasses,BigData,27,30,22,7,43975.14024,16213.06535,5,0.146452925,0.301861584,0.551643481
843,Glasses,AI,80,47,46,1,41075.74698,20463.06298,2,0,0.50390157,0.78286396
844,Pear,Sales,76,48,45,3,82825.28437,11177.13503,3,0.657050548,0,0.573312713
845,Pear,Search Engine,32,32,33,1,46153.79726,21785.94611,2,0,0.147853675,1
846,Glasses,AI,16,33,23,9,61959.37101,18509.97742,1,0.391862059,0.385182661,0.223445634
847,Glasses,Design,80,49,48,1,73827.56876,10198.67578,4,0.732355252,0,0.315993412
848,Pear,Sales,25,44,38,6,138114.1261,13513.92906,4,1,0,0
849,Pear,AI,39,47,48,1,80302.45553,17199.26257,3,0,0,1
850,Cheerper,BigData,38,44,38,6,62305.1562,12381.60469,2,0,1,0
851,Cheerper,BigData,8,37,32,5,108904.2993,23979.38831,1,0.318578538,0.673930372,0.007312042
852,Cheerper,Support,33,47,43,4,68862.83771,16855.98137,2,0,0.839791815,0.379276998
853,Cheerper,BigData,14,30,22,9,78414.8149,20438.56442,2,0.326428692,0.826301981,0
854,Glasses,Design,6,42,36,6,133517.4685,19149.07073,2,0.898052986,0.154675864,0
855,Pear,Sales,70,48,48,1,90051.56578,11423.11647,4,0.71381672,0,0.924756406
856,Pear,Sales,11,47,44,3,101812.3964,18073.50913,1,0.105604996,0,0.909653722
857,Glasses,AI,21,34,25,9,84055.3794,20910.73577,1,0.332925556,0.344301004,0.323116323
858,Glasses,Search Engine,25,37,39,1,108661.6198,21223.85644,3,0.171566318,0.55228166,0.276604972
859,Glasses,Search Engine,15,30,23,6,74102.22893,24792.91,1,0.009657796,0.14470525,0.845773211
860,Pear,Design,9,38,39,1,134830.7047,18137.63977,3,0.80092568,0,0.599970464
861,Cheerper,Search Engine,1,31,25,6,117111.9798,24792.91,1,0,0.388037452,0.659810917
862,Glasses,AI,39,36,33,4,94092.10834,20086.23621,3,0.498112178,0.425496527,0.07615686
863,Pear,Sales,3,49,48,4,137644.9051,24792.91,1,0.379519907,0.07469049,0.546168195
864,Glasses,AI,42,38,37,1,107792.935,14917.56125,5,0.786150806,0,0.423585499
865,Glasses,Design,1,39,35,5,133924.7201,18988.14007,1,0.695546506,0,0.327112433
866,Pear,Design,43,40,39,1,91045.2796,17014.5812,2,0.17074922,0.069836793,0.759745282
867,Glasses,Search Engine,39,40,35,4,55953.68533,24792.91,1,0,0.356691463,0.904321388
868,Cheerper,Support,13,49,43,6,64795.50008,13979.31159,2,0,1,0.27480578
869,Glasses,AI,56,41,33,8,81530.12905,17482.91607,3,0.769664721,0.305755751,0
870,Cheerper,Support,11,40,39,2,83106.31944,12614.53187,5,0.031373466,0.392425764,0.576184261
871,Pear,Design,48,32,26,6,67198.30677,16186.83168,2,0.347196437,0.043139158,0.60952425
872,Pear,Design,1,30,22,6,96865.41518,24792.91,1,0.181474665,0.180782999,0.637416447
873,Cheerper,Support,44,36,34,2,52251.98015,22256.58076,3,0,0.415580181,0.859675364
874,Cheerper,Support,42,43,38,5,67021.89179,11643.9673,3,0,1,0.057216846
875,Cheerper,BigData,20,39,32,7,92079.22781,23025.82029,1,0.011174577,1,0
876,Glasses,Design,13,38,34,4,126663.5738,9276.901502,5,1,0,0.403808739
877,Cheerper,Search Engine,22,41,36,5,117968.7028,12621.16038,4,0.605821874,0.556710008,0
878,Glasses,Search Engine,49,49,48,1,88181.00056,12291.86474,4,0.447873486,0,0.711104696
879,Glasses,AI,1,39,37,1,151776.3365,16358.9823,4,0.830356414,0,0.420649992
880,Glasses,AI,23,31,28,3,109676.6392,19882.13254,2,0.592435708,0.261954179,0.146022525
881,Glasses,AI,12,33,29,4,135384.2885,22860.05017,2,0.987637155,0.195978028,0
882,Cheerper,Support,28,34,29,5,108347.4758,21039.3007,4,0.808537446,0.936035063,0
883,Cheerper,Support,57,37,36,1,45992.59753,24792.91,2,0,0.930044951,0.555137572
884,Cheerper,Support,43,30,24,6,49086.54858,20601.63015,4,0,0.903672913,0.141072117
885,Glasses,AI,45,48,47,1,109774.0505,20279.9906,2,0.457523704,0.111212572,0.43061596
886,Cheerper,Support,1,49,43,7,119759.7887,23883.49464,1,0.291097164,1,0
887,Glasses,Search Engine,25,30,25,4,77633.53362,15019.39114,4,0.321023156,0.399052626,0.279628664
888,Cheerper,BigData,44,44,39,6,61101.80376,21095.22844,1,0,0.749411239,0.427794618
889,Cheerper,BigData,31,30,22,9,71025.1344,20480.24172,2,0.257978452,1,0
890,Pear,Sales,1,30,22,8,139968.3834,24570.51747,2,1,0.106101617,0
891,Cheerper,BigData,21,46,42,5,78831.63602,24792.91,1,0,0.674005102,0.71598032
892,Pear,Design,46,30,22,5,43609.3299,14943.92575,3,0.277221176,0.14344071,0.579419692
893,Pear,Sales,7,37,37,1,138385.5935,15914.86381,2,0.642831762,0,0.913489791
894,Cheerper,Search Engine,1,35,28,7,111427.6926,20821.97396,2,0.50232037,0.591768353,0
895,Glasses,Search Engine,59,35,27,8,53711.23164,10001.7542,5,0.790809868,0.401924167,0
896,Pear,Design,61,37,35,1,55384.69948,20467.38422,1,0,0.21394577,0.933347345
897,Cheerper,Support,15,30,22,8,60574.5208,23911.18557,1,0,1,0
898,Glasses,AI,8,32,27,4,73391.53921,21495.43117,1,0,0.394764673,0.688882474
899,Glasses,Search Engine,1,44,36,8,104296.4481,17754.57452,3,0.617890123,0.438150301,0
900,Glasses,Design,24,37,31,5,114657.1789,17543.22256,2,0.919603109,0.316917658,0
901,Glasses,AI,15,30,22,9,96518.15529,18437.57893,3,1,0.451694193,0
902,Cheerper,BigData,64,39,34,5,66674.48907,9000,5,0.723598869,0.284317715,0
903,Glasses,Design,38,49,44,9,108592.3943,23514.65655,1,0.84741874,0.42584645,0
904,Pear,Sales,45,42,43,1,117349.5861,20793.87759,2,0.713790942,0,0.437696761
905,Glasses,Search Engine,55,49,48,1,85513.21735,24792.91,1,0,0.449217589,0.648681241
906,Glasses,AI,11,44,42,2,145582.2818,14156.31392,4,0.842483686,0.204403749,0
907,Cheerper,BigData,44,49,48,2,103274.1213,20450.0444,2,0.291919872,0.705789199,0.001826492
908,Glasses,Design,1,36,31,5,137206.5608,17948.48962,3,0.956054449,0.169386211,0
909,Glasses,AI,1,30,23,5,70439.21693,18059.86425,2,0,0.370958215,0.852092155
910,Pear,Design,6,30,22,9,81310.94465,19060.29738,1,0.709797063,0.623659629,0
911,Glasses,Design,57,49,48,1,122369.6601,17815.29172,3,0.814517364,0,0.230640423
912,Glasses,AI,38,30,22,9,75662.48415,21631.53341,2,0.585266813,0.516628057,0
913,Glasses,Search Engine,77,37,29,8,57895.68719,17736.06176,4,0.550040751,0.753779498,0
914,Glasses,Design,1,40,34,5,126071.2448,16301.00457,3,0.802035647,0,0.714303122
915,Cheerper,BigData,19,31,22,9,63499.05116,20142.39611,2,0,0.923485051,0.103750158
916,Pear,Sales,21,40,36,4,126717.3355,24012.57891,1,0.83381434,0.164544326,0.001628564
917,Cheerper,Search Engine,74,49,47,4,65753.45306,15686.35986,1,0,0.661175032,0.448549455
918,Pear,Design,51,36,31,5,40000,17420.64997,2,0,0.021533863,1
919,Glasses,AI,60,36,29,7,63890.17775,16794.39425,2,0.263024009,0.573754236,0.163439113
920,Pear,AI,32,40,36,4,84613.1651,15699.81577,4,0.582316882,0,0.645895331
921,Pear,Sales,2,39,37,1,96857.57147,21087.4801,2,0.080501957,0,1
922,Cheerper,BigData,16,30,22,9,63648.70441,22872.18659,2,0.229611392,0.996114345,0
923,Pear,Design,21,31,29,1,111627.8526,24792.91,2,0.760956673,0.088895225,0.149736407
924,Cheerper,Search Engine,19,49,47,3,96351.70068,21506.24627,1,0,0.422428712,0.661110349
925,Glasses,AI,26,34,30,4,86214.86318,24052.30829,1,0.437108929,0.493141132,0.069465314
926,Pear,Sales,4,42,39,3,136123.5771,24792.91,1,0.874719376,0,0.53838842
927,Glasses,Search Engine,32,33,26,7,85961.08555,16445.8769,4,0.566646327,0.52796185,0
928,Cheerper,Support,53,41,37,4,87359.9887,18918.73763,3,0.283368307,1,0
929,Cheerper,BigData,4,32,25,7,75929.91246,24792.91,1,0,1,0.164889552
930,Cheerper,Search Engine,1,39,29,9,131082.1859,19400.02304,1,0.817600468,0.769686925,0
931,Cheerper,Support,47,34,29,5,40000,23089.22145,1,0,1,0.525293709
932,Pear,Sales,35,36,34,2,121715.1718,18135.77019,3,0.960455497,0,0.369294019
933,Pear,AI,80,48,48,1,76457.49169,19591.62452,4,0.269489772,0,0.919123716
934,Cheerper,Support,35,35,24,9,45477.68264,15387.66018,4,0,1,0
935,Pear,Sales,1,30,22,8,119251.8751,21613.67453,2,1,0,0.222259618
936,Cheerper,BigData,36,37,30,8,63459.05952,11154.97172,4,0.106628402,0.497950623,0.395395109
937,Glasses,Search Engine,28,39,34,5,60379.44099,21257.99948,1,0,0.284606916,0.948725343
938,Cheerper,Support,39,47,41,6,114304.5073,14839.56144,3,0.603704172,1,0
939,Pear,Sales,42,49,48,1,101712.0458,18201.17671,1,0.476559143,0,0.776375175
940,Glasses,Search Engine,1,39,37,2,116231.0687,24792.91,1,0.058920219,0.163636963,0.77761858
941,Cheerper,Support,46,32,26,6,41322.29663,17787.42023,4,0,1,0.03226528
942,Cheerper,BigData,30,40,34,7,92764.948,19380.49248,1,0.284587494,1,0
943,Glasses,BigData,26,42,41,1,95892.23102,20594.38346,2,0.080131773,0.626248289,0.293410537
944,Glasses,Search Engine,45,31,27,4,40951.01137,24079.30619,2,0,0.413028899,0.819581876
945,Cheerper,BigData,35,43,42,1,107065.1751,19436.32017,3,0.435995565,0.84994241,0
946,Cheerper,Support,1,39,23,9,93490.23653,15371.06748,1,0.422635796,1,0
947,Glasses,Search Engine,30,42,39,3,108398.2554,24042.82152,1,0.327670859,0.800922446,0
948,Pear,Sales,22,43,41,3,116967.6422,24555.61255,1,0.681961672,0,0.729835671
949,Glasses,AI,59,45,41,5,93047.25871,13425.95093,4,0.857579645,0.163545317,0
950,Cheerper,Support,67,49,45,6,40000,15019.493,3,0,0.973485306,0.369881892
951,Pear,Sales,20,44,37,7,117544.3304,17785.53826,2,0.859624852,0,0.252639602
952,Glasses,Search Engine,49,39,37,2,83236.59087,12713.73327,4,0.471432431,0.522917569,0.005498361
953,Glasses,AI,60,39,37,2,66539.6436,13839.90597,4,0.25705267,0.197717265,0.545057303
954,Glasses,Design,1,30,22,7,142993.5029,19476.61687,3,1,0.098040321,0
955,Pear,Design,14,30,26,4,91369.72922,19904.23109,3,0.564145069,0,0.638231151
956,Pear,Sales,42,46,44,2,111733.7849,20013.71568,2,0.830497401,0,0.189894566
957,Glasses,Search Engine,14,30,22,8,68496.40843,23821.62232,2,0.206721241,0.47291896,0.319765724
958,Glasses,AI,30,30,22,4,83129.59654,18550.6582,4,0.671689606,0.324585919,0.004226321
959,Glasses,Search Engine,46,37,31,6,80146.6126,18015.5997,4,0.675983842,0.4735597,0
960,Glasses,AI,9,40,36,4,101134.1413,16722.67108,2,0.504229334,0.047353673,0.448866256
961,Glasses,Design,1,31,24,7,153000,22827.94768,2,1,0.061928519,0
962,Cheerper,BigData,1,34,28,6,107971.3439,16323.3582,3,0.328056407,0.592039819,0.079136915
963,Cheerper,BigData,10,38,36,2,90556.18538,24792.91,1,0,0.895172816,0.579549137
964,Pear,Sales,1,30,29,2,131145.7407,21610.89602,3,0.865256961,0,0.555982571
965,Glasses,AI,36,32,29,3,78704.126,24792.91,1,0.118856806,0.282146302,0.599350168
966,Pear,Sales,5,44,41,3,149146.3989,12093.82915,4,1,0,0.062409626
967,Cheerper,AI,55,45,35,9,55784.90266,13684.86178,1,0.179465899,0.563356411,0.257301536
968,Pear,Sales,48,49,48,3,130329.5052,14707.18654,2,0.98092236,0,0.287998025
969,Glasses,Design,19,49,48,4,113913.9555,16180.25003,1,0.303674875,0.181485388,0.514772635
970,Glasses,Design,2,41,35,6,124220.8138,15517.99888,3,0.86691843,0,0.309684084
971,Glasses,BigData,4,37,34,2,93605.19763,15841.12581,5,0.084324945,0.141924597,0.773718439
972,Pear,Sales,1,37,30,7,136928.084,9241.666948,4,1,0,0.234553687
973,Glasses,AI,40,49,47,5,85419.52719,22709.57213,1,0.12948988,0.380534736,0.489942591
974,Cheerper,BigData,14,42,38,4,106500.8079,20565.36316,2,0.240375378,0.679357659,0.08026334
975,Pear,Sales,44,45,43,2,82018.95884,24792.91,1,0,0,1
976,Cheerper,BigData,42,41,35,5,48188.26633,19469.34058,1,0,0.610941997,0.754137386
977,Cheerper,BigData,75,42,38,4,40000,10048.45883,5,0,0.6149578,0.586736837
978,Cheerper,Support,42,43,38,6,50314.47384,22694.27225,1,0,1,0.531480762
979,Cheerper,Search Engine,1,44,38,6,111944.5731,13035.83722,3,0.436799335,0.33928227,0.223770666
980,Cheerper,BigData,21,40,36,4,104924.8713,13465.76967,4,0.530048806,0.570794549,0
981,Glasses,Design,3,38,30,9,107955.7721,18767.77873,1,0.530387005,0.029395364,0.439732754
982,Glasses,Design,21,44,37,6,92296.13171,24792.91,1,0.113785793,0.110710893,0.775547942
983,Pear,Sales,1,35,28,6,153000,14706.60518,3,1,0,0
984,Glasses,AI,10,30,24,5,92902.70718,20173.03724,2,0.270090162,0.355569157,0.374738877
985,Glasses,Search Engine,52,49,48,1,65242.47895,21096.01937,1,0,0.439154291,0.935570833
986,Glasses,AI,1,36,29,7,113552.2685,11500.61038,4,0.770924248,0.215557235,0.01343932
987,Cheerper,Search Engine,29,42,35,7,78589.72635,16973.75289,2,0,0.642233514,0.376372849
988,Glasses,AI,5,37,33,4,113934.9964,15549.84064,4,0.79706506,0,0.481383364
989,Cheerper,BigData,40,37,30,8,90870.39362,9000,5,0.683031303,0.727401047,0
990,Glasses,AI,24,38,37,1,75688.77167,24792.91,1,0,0,1
991,Cheerper,Search Engine,69,39,36,3,67900.23216,20673.17362,3,0.097914267,0.672703169,0.2292986
992,Glasses,Search Engine,42,30,22,5,61587.26672,18941.564,4,0.392399257,0.259089573,0.348144037
993,Glasses,Design,1,35,29,6,140104.2306,24792.91,1,0.656968836,0.110604837,0.232547857
994,Glasses,AI,36,48,40,8,100384.3246,9000,3,0.930252819,0.525140581,0
995,Glasses,Design,37,30,23,5,97698.77872,17474.06449,3,0.866863593,0.271934945,0
996,Glasses,AI,21,49,43,8,100464.8176,11591.85604,2,0.409137469,0.11728704,0.473583246
997,Glasses,AI,73,46,44,2,40000,23791.27441,1,0,0.022190164,1
998,Glasses,Search Engine,39,37,35,2,83841.30126,9048.182115,5,0.803407262,0,0.387156328
999,Cheerper,Search Engine,29,46,39,7,111704.285,13305.67225,3,0.710554469,0.542945496,0
1000,Glasses,Search Engine,29,44,39,5,108967.8077,12383.26814,3,0.653158828,0.694307904,0
1001,Glasses,Search Engine,40,38,30,8,74176.02605,18462.06362,3,0.637510576,0.548429451,0
1002,Cheerper,BigData,45,49,47,2,87415.64532,11998.7207,5,0.066017787,0.432683681,0.500779167
1003,Pear,Sales,1,33,25,8,148682.598,14306.62802,3,1,0,0.173570688
1004,Glasses,BigData,80,47,48,1,40000,24187.43883,2,0,0.190755535,1
1005,Pear,AI,80,40,36,4,40000,18469.85314,3,0.152023582,0.000617646,0.847993766
1006,Glasses,AI,1,40,37,4,116002.6083,15441.42194,3,0.586342388,0,0.471687627
1007,Glasses,Search Engine,73,43,43,1,43530.89559,20848.52151,2,0,0.39969672,0.793038932
1008,Pear,Sales,1,37,34,4,145458.9148,21124.3719,3,0.874211919,0,0.397470691
1009,Cheerper,BigData,41,49,45,4,107689.324,14815.92092,2,0.017263265,1,0
1010,Glasses,Search Engine,21,44,42,3,77078.91373,22267.70827,1,0,0.388334744,0.890976536
1011,Glasses,AI,78,35,32,3,70367.98682,19255.91226,4,0.655653765,0,0.375306672
1012,Cheerper,BigData,45,49,46,4,49284.21348,19754.86584,1,0,0.599013107,0.957930888
1013,Glasses,Search Engine,1,30,22,7,96800.90402,24042.48258,3,0.567272758,0.508350444,0
1014,Cheerper,BigData,43,45,41,4,91642.17433,22874.59917,2,0.168179381,0.986403198,0
1015,Glasses,AI,60,33,28,5,76075.9447,17526.59389,3,0.709567884,0.550909889,0
1016,Glasses,AI,5,44,37,7,110512.8595,12430.56392,3,0.757655421,0.105324606,0.136721802
1017,Glasses,BigData,80,49,48,1,40000,13953.92741,3,0,0.418081756,1
1018,Cheerper,BigData,45,36,34,2,69420.00975,16295.14528,4,0.032354851,0.415488583,0.551478363
1019,Glasses,AI,16,33,28,5,102747.0594,15004.53431,3,0.709872928,0,0.328567572
1020,Pear,Design,80,49,48,1,85897.74484,16565.55955,3,0.615032087,0,0.474622939
